"year","age","marst","sex","people"
1950,15,5,1,7949
1950,15,5,2,12527
1950,15,6,1,5063563
1950,15,6,2,4311218
1950,20,1,1,2060708
1950,20,1,2,3581812
1950,20,2,1,149502
1950,20,2,2,170386
1950,20,3,1,65163
1950,20,3,2,133070
1950,20,4,1,52401
1950,20,4,2,96781
1950,20,5,1,11039
1950,20,5,2,30918
1950,20,6,1,3234495
1950,20,6,2,1841260
1950,25,1,1,4180884
1950,25,1,2,4961746
1950,25,2,1,213126
1950,25,2,2,168810
1950,25,3,1,94588
1950,25,3,2,158149
1950,25,4,1,98808
1950,25,4,2,162514
1950,25,5,1,17545
1950,25,5,2,53822
1950,25,6,1,1402303
1950,25,6,2,812291
1950,30,1,1,4527153
1950,30,1,2,4807041
1950,30,2,1,186357
1950,30,2,2,128245
1950,30,3,1,88364
1950,30,3,2,150738
1950,30,4,1,116377
1950,30,4,2,179399
1950,30,5,1,20659
1950,30,5,2,96607
1950,30,6,1,737112
1950,30,6,2,533148
1950,35,1,1,4543830
1950,35,1,2,4606549
1950,35,2,1,171990
1950,35,2,2,119245
1950,35,3,1,100880
1950,35,3,2,159418
1950,35,4,1,127597
1950,35,4,2,192843
1950,35,5,1,35230
1950,35,5,2,163771
1950,35,6,1,531837
1950,35,6,2,454435
1950,40,1,1,4171377
1950,40,1,2,4051522
1950,40,2,1,161012
1950,40,2,2,129464
1950,40,3,1,99745
1950,40,3,2,136607
1950,40,4,1,131557
1950,40,4,2,201409
1950,40,5,1,60428
1950,40,5,2,268211
1950,40,6,1,452866
1950,40,6,2,412011
1950,45,1,1,3693823
1950,45,1,2,3440397
1950,45,2,1,144040
1950,45,2,2,106491
1950,45,3,1,95866
1950,45,3,2,115431
1950,45,4,1,126542
1950,45,4,2,168750
1950,45,5,1,96972
1950,45,5,2,410583
1950,45,6,1,375934
1950,45,6,2,354190
1950,50,1,1,3333434
1950,50,1,2,2913329
1950,50,2,1,151063
1950,50,2,2,106216
1950,50,3,1,87584
1950,50,3,2,98166
1950,50,4,1,118309
1950,50,4,2,138079
1950,50,5,1,158527
1950,50,5,2,588696
1950,50,6,1,350247
1950,50,6,2,302809
1950,55,1,1,2870201
1950,55,1,2,2332697
1950,55,2,1,101832
1950,55,2,2,68285
1950,55,3,1,69492
1950,55,3,2,66681
1950,55,4,1,108429
1950,55,4,2,99238
1950,55,5,1,210578
1950,55,5,2,757106
1950,55,6,1,306819
1950,55,6,2,271151
1950,60,1,1,2259784
1950,60,1,2,1691091
1950,60,2,1,98350
1950,60,2,2,62422
1950,60,3,1,62751
1950,60,3,2,49494
1950,60,4,1,81150
1950,60,4,2,63754
1950,60,5,1,276401
1950,60,5,2,899735
1950,60,6,1,256602
1950,60,6,2,243272
1950,65,1,1,1676163
1950,65,1,2,1158322
1950,65,2,1,74115
1950,65,2,2,43072
1950,65,3,1,45571
1950,65,3,2,36822
1950,65,4,1,55658
1950,65,4,2,39023
1950,65,5,1,361433
1950,65,5,2,1061159
1950,65,6,1,208294
1950,65,6,2,209852
1950,70,1,1,1022098
1950,70,1,2,611082
1950,70,2,1,47623
1950,70,2,2,32112
1950,70,3,1,28096
1950,70,3,2,15094
1950,70,4,1,26553
1950,70,4,2,19378
1950,70,5,1,368003
1950,70,5,2,948956
1950,70,6,1,135547
1950,70,6,2,160209
1950,75,1,1,567210
1950,75,1,2,260116
1950,75,2,1,25162
1950,75,2,2,20353
1950,75,3,1,14490
1950,75,3,2,5595
1950,75,4,1,15275
1950,75,4,2,7453
1950,75,5,1,308783
1950,75,5,2,747037
1950,75,6,1,75610
1950,75,6,2,107915
1950,80,1,1,228375
1950,80,1,2,80068
1950,80,2,1,14931
1950,80,2,2,10922
1950,80,3,1,6294
1950,80,3,2,2306
1950,80,4,1,8252
1950,80,4,2,3353
1950,80,5,1,222548
1950,80,5,2,486169
1950,80,6,1,31327
1950,80,6,2,54899
1950,85,1,1,60586
1950,85,1,2,14657
1950,85,2,1,3132
1950,85,2,2,4775
1950,85,3,1,1602
1950,85,3,2,1217
1950,85,4,1,1170
1950,85,4,2,491
1950,85,5,1,106686
1950,85,5,2,200986
1950,85,6,1,9645
1950,85,6,2,20672
1950,90,1,1,11615
1950,90,1,2,2434
1950,90,2,1,1802
1950,90,2,2,1286
1950,90,3,1,687
1950,90,4,1,596
1950,90,4,2,327
1950,90,5,1,36949
1950,90,5,2,76892
1950,90,6,1,3187
1950,90,6,2,9827
1960,0,6,1,10374975
1960,0,6,2,10146999
1960,5,6,1,9495503
1960,5,6,2,9250741
1960,10,1,1,1696
1960,10,1,2,5680
1960,10,2,1,5376
1960,10,2,2,5978
1960,10,3,1,997
1960,10,3,2,598
1960,10,4,1,200
1960,10,4,2,297
1960,10,5,2,497
1960,10,6,1,8555431
1960,10,6,2,8297714
1960,15,1,1,195859
1960,15,1,2,901974
1960,15,2,1,48012
1960,15,2,2,107296
1960,15,3,1,10461
1960,15,3,2,43229
1960,15,4,1,6773
1960,15,4,2,23214
1960,15,5,1,1491
1960,15,5,2,5482
1960,15,6,1,6358306
1960,15,6,2,5536298
1960,20,1,1,2207220
1960,20,1,2,3510242
1960,20,2,1,158155
1960,20,2,2,173646
1960,20,3,1,60283
1960,20,3,2,132104
1960,20,4,1,54680
1960,20,4,2,102903
1960,20,5,1,5279
1960,20,5,2,19324
1960,20,6,1,2782767
1960,20,6,2,1575276
1960,25,1,1,3892322
1960,25,1,2,4505911
1960,25,2,1,130880
1960,25,2,2,131824
1960,25,3,1,79892
1960,25,3,2,152525
1960,25,4,1,95324
1960,25,4,2,142827
1960,25,5,1,10664
1960,25,5,2,34661
1960,25,6,1,1102723
1960,25,6,2,580511
1960,30,1,1,4728474
1960,30,1,2,5120800
1960,30,2,1,132355
1960,30,2,2,107988
1960,30,3,1,96340
1960,30,3,2,177011
1960,30,4,1,124423
1960,30,4,2,192464
1960,30,5,1,17224
1960,30,5,2,72714
1960,30,6,1,702526
1960,30,6,2,419885
1960,35,1,1,5123310
1960,35,1,2,5402969
1960,35,2,1,131888
1960,35,2,2,103290
1960,35,3,1,94533
1960,35,3,2,179401
1960,35,4,1,146217
1960,35,4,2,231000
1960,35,5,1,29480
1960,35,5,2,135614
1960,35,6,1,537635
1960,35,6,2,379063
1960,40,1,1,4819798
1960,40,1,2,4857927
1960,40,2,1,105879
1960,40,2,2,94932
1960,40,3,1,98323
1960,40,3,2,156918
1960,40,4,1,157132
1960,40,4,2,236979
1960,40,5,1,48220
1960,40,5,2,238593
1960,40,6,1,428591
1960,40,6,2,355171
1960,45,1,1,4525984
1960,45,1,2,4315764
1960,45,2,1,95936
1960,45,2,2,88056
1960,45,3,1,102327
1960,45,3,2,139449
1960,45,4,1,162322
1960,45,4,2,240392
1960,45,5,1,72993
1960,45,5,2,371279
1960,45,6,1,386096
1960,45,6,2,361088
1960,50,1,1,3969355
1960,50,1,2,3610092
1960,50,2,1,93232
1960,50,2,2,78319
1960,50,3,1,85280
1960,50,3,2,110784
1960,50,4,1,145661
1960,50,4,2,207637
1960,50,5,1,105488
1960,50,5,2,542481
1960,50,6,1,364348
1960,50,6,2,379531
1960,55,1,1,3380912
1960,55,1,2,2923621
1960,55,2,1,85176
1960,55,2,2,69730
1960,55,3,1,78782
1960,55,3,2,90544
1960,55,4,1,129327
1960,55,4,2,171953
1960,55,5,1,162369
1960,55,5,2,785505
1960,55,6,1,334015
1960,55,6,2,361525
1960,60,1,1,2692191
1960,60,1,2,2160899
1960,60,2,1,70536
1960,60,2,2,61571
1960,60,3,1,57290
1960,60,3,2,62038
1960,60,4,1,107387
1960,60,4,2,125495
1960,60,5,1,218375
1960,60,5,2,1026878
1960,60,6,1,259514
1960,60,6,2,286958
1960,65,1,1,2163615
1960,65,1,2,1592344
1960,65,2,1,54884
1960,65,2,2,48618
1960,65,3,1,45528
1960,65,3,2,44329
1960,65,4,1,76930
1960,65,4,2,84960
1960,65,5,1,300334
1960,65,5,2,1243959
1960,65,6,1,218080
1960,65,6,2,254489
1960,70,1,1,1468957
1960,70,1,2,919703
1960,70,2,1,42943
1960,70,2,2,37369
1960,70,3,1,31685
1960,70,3,2,26206
1960,70,4,1,47123
1960,70,4,2,49706
1960,70,5,1,354007
1960,70,5,2,1274235
1960,70,6,1,171048
1960,70,6,2,209260
1960,75,1,1,802855
1960,75,1,2,410735
1960,75,2,1,30379
1960,75,2,2,25509
1960,75,3,1,18039
1960,75,3,2,12941
1960,75,4,1,29381
1960,75,4,2,24991
1960,75,5,1,329012
1960,75,5,2,1025734
1960,75,6,1,99247
1960,75,6,2,141461
1960,80,1,1,306745
1960,80,1,2,121818
1960,80,2,1,17525
1960,80,2,2,15844
1960,80,3,1,7869
1960,80,3,2,5181
1960,80,4,1,11848
1960,80,4,2,8869
1960,80,5,1,232302
1960,80,5,2,624624
1960,80,6,1,43634
1960,80,6,2,80616
1960,85,1,1,93654
1960,85,1,2,25216
1960,85,2,1,8952
1960,85,2,2,5773
1960,85,3,1,3190
1960,85,3,2,698
1960,85,4,1,3684
1960,85,4,2,3085
1960,85,5,1,127025
1960,85,5,2,311036
1960,85,6,1,16740
1960,85,6,2,38764
1960,90,1,1,19526
1960,90,1,2,6778
1960,90,2,1,2292
1960,90,2,2,1094
1960,90,3,1,697
1960,90,3,2,499
1960,90,4,1,698
1960,90,4,2,1492
1960,90,5,1,47314
1960,90,5,2,111672
1960,90,6,1,5381
1960,90,6,2,14239
1970,0,6,1,8685121
1970,0,6,2,8326887
1970,5,6,1,10411131
1970,5,6,2,10003293
1970,10,1,1,13626
1970,10,1,2,13724
1970,10,2,1,5007
1970,10,2,2,5812
1970,10,3,1,1703
1970,10,3,2,2704
1970,10,4,1,2006
1970,10,4,2,3205
1970,10,5,1,1806
1970,10,5,2,6012
1970,10,6,1,10732255
1970,10,6,2,10312081
1970,15,1,1,302393
1970,15,1,2,888209
1970,15,2,1,53192
1970,15,2,2,142848
1970,15,3,1,20544
1970,15,3,2,52000
1970,15,4,1,15526
1970,15,4,2,30951
1970,15,5,1,7316
1970,15,5,2,25751
1970,15,6,1,9206428
1970,15,6,2,8274525
1970,20,1,1,3024311
1970,20,1,2,4559250
1970,20,2,1,222751
1970,20,2,2,273134
1970,20,3,1,92958
1970,20,3,2,219755
1970,20,4,1,106705
1970,20,4,2,212652
1970,20,5,1,14134
1970,20,5,2,57284
1970,20,6,1,4268343
1970,20,6,2,3019755
1970,25,1,1,4797911
1970,25,1,2,5297719
1970,25,2,1,131105
1970,25,2,2,144032
1970,25,3,1,113431
1970,25,3,2,244122
1970,25,4,1,195442
1970,25,4,2,298188
1970,25,5,1,18533
1970,25,5,2,73345
1970,25,6,1,1282879
1970,25,6,2,845635
1970,30,1,1,4532137
1970,30,1,2,4720180
1970,30,2,1,110683
1970,30,2,2,110195
1970,30,3,1,97250
1970,30,3,2,209862
1970,30,4,1,172277
1970,30,4,2,287572
1970,30,5,1,16334
1970,30,5,2,93356
1970,30,6,1,591198
1970,30,6,2,430276
1970,35,1,1,4540054
1970,35,1,2,4629984
1970,35,2,1,106168
1970,35,2,2,104465
1970,35,3,1,99340
1970,35,3,2,199960
1970,35,4,1,176593
1970,35,4,2,310226
1970,35,5,1,28840
1970,35,5,2,127421
1970,35,6,1,445737
1970,35,6,2,335965
1970,40,1,1,4820024
1970,40,1,2,4922219
1970,40,2,1,100664
1970,40,2,2,100658
1970,40,3,1,108567
1970,40,3,2,200060
1970,40,4,1,217582
1970,40,4,2,350900
1970,40,5,1,50795
1970,40,5,2,225548
1970,40,6,1,420906
1970,40,6,2,329934
1970,45,1,1,4896512
1970,45,1,2,4874149
1970,45,2,1,95232
1970,45,2,2,91359
1970,45,3,1,112198
1970,45,3,2,176094
1970,45,4,1,226857
1970,45,4,2,353978
1970,45,5,1,78415
1970,45,5,2,374514
1970,45,6,1,384906
1970,45,6,2,328648
1970,50,1,1,4465080
1970,50,1,2,4303281
1970,50,2,1,84629
1970,50,2,2,85547
1970,50,3,1,105057
1970,50,3,2,140622
1970,50,4,1,192014
1970,50,4,2,322665
1970,50,5,1,114292
1970,50,5,2,598898
1970,50,6,1,337240
1970,50,6,2,332804
1970,55,1,1,3948534
1970,55,1,2,3570862
1970,55,2,1,80837
1970,55,2,2,78433
1970,55,3,1,83726
1970,55,3,2,117021
1970,55,4,1,187153
1970,55,4,2,269354
1970,55,5,1,150058
1970,55,5,2,855731
1970,55,6,1,312603
1970,55,6,2,330763
1970,60,1,1,3272158
1970,60,1,2,2721395
1970,60,2,1,75638
1970,60,2,2,66921
1970,60,3,1,71418
1970,60,3,2,82934
1970,60,4,1,148143
1970,60,4,2,217748
1970,60,5,1,199719
1970,60,5,2,1153895
1970,60,6,1,270567
1970,60,6,2,334358
1970,65,1,1,2411182
1970,65,1,2,1914777
1970,65,2,1,59696
1970,65,2,2,53796
1970,65,3,1,53490
1970,65,3,2,61505
1970,65,4,1,114884
1970,65,4,2,150622
1970,65,5,1,277077
1970,65,5,2,1423424
1970,65,6,1,226277
1970,65,6,2,290703
1970,70,1,1,1695098
1970,70,1,2,1153885
1970,70,2,1,49606
1970,70,2,2,49494
1970,70,3,1,36752
1970,70,3,2,36674
1970,70,4,1,70128
1970,70,4,2,104967
1970,70,5,1,319542
1970,70,5,2,1539232
1970,70,6,1,169700
1970,70,6,2,253757
1970,75,1,1,1051035
1970,75,1,2,584668
1970,75,2,1,45284
1970,75,2,2,37464
1970,75,3,1,21035
1970,75,3,2,22441
1970,75,4,1,39460
1970,75,4,2,58181
1970,75,5,1,325973
1970,75,5,2,1399719
1970,75,6,1,116482
1970,75,6,2,190903
1970,80,1,1,470364
1970,80,1,2,205945
1970,80,2,1,33568
1970,80,2,2,24840
1970,80,3,1,11913
1970,80,3,2,8818
1970,80,4,1,21035
1970,80,4,2,28945
1970,80,5,1,281974
1970,80,5,2,1025390
1970,80,6,1,67301
1970,80,6,2,123615
1970,85,1,1,142846
1970,85,1,2,54581
1970,85,2,1,15923
1970,85,2,2,10917
1970,85,3,1,5408
1970,85,3,2,4103
1970,85,4,1,9913
1970,85,4,2,11324
1970,85,5,1,168092
1970,85,5,2,513367
1970,85,6,1,28941
1970,85,6,2,64219
1970,90,1,1,64710
1970,90,1,2,33147
1970,90,2,1,7309
1970,90,2,2,5810
1970,90,3,1,3605
1970,90,3,2,2606
1970,90,4,1,5709
1970,90,4,2,7109
1970,90,5,1,76238
1970,90,5,2,225279
1970,90,6,1,28931
1970,90,6,2,40978
1980,0,6,1,8439366
1980,0,6,2,8081854
1980,5,2,2,20
1980,5,3,2,20
1980,5,6,1,8680730
1980,5,6,2,8275841
1980,10,3,2,20
1980,10,6,1,9452338
1980,10,6,2,9048463
1980,15,1,1,212860
1980,15,1,2,753617
1980,15,2,1,59111
1980,15,2,2,78789
1980,15,3,1,16571
1980,15,3,2,53845
1980,15,4,1,12029
1980,15,4,2,40644
1980,15,5,1,1701
1980,15,5,2,6505
1980,15,6,1,10396584
1980,15,6,2,9476871
1980,20,1,1,2825489
1980,20,1,2,4320450
1980,20,2,1,168930
1980,20,2,2,144308
1980,20,3,1,139607
1980,20,3,2,286678
1980,20,4,1,234777
1980,20,4,2,446153
1980,20,5,1,5464
1980,20,5,2,24061
1980,20,6,1,7112509
1980,20,6,2,5393297
1980,25,1,1,5501113
1980,25,1,2,6294178
1980,25,2,1,165034
1980,25,2,2,117493
1980,25,3,1,241812
1980,25,3,2,375360
1980,25,4,1,639352
1980,25,4,2,889871
1980,25,5,1,11563
1980,25,5,2,51938
1980,25,6,1,3065179
1980,25,6,2,2099063
1980,30,1,1,6292360
1980,30,1,2,6489817
1980,30,2,1,125460
1980,30,2,2,90065
1980,30,3,1,235845
1980,30,3,2,355344
1980,30,4,1,751384
1980,30,4,2,994486
1980,30,5,1,16274
1980,30,5,2,82175
1980,30,6,1,1284512
1980,30,6,2,943338
1980,35,1,1,5380576
1980,35,1,2,5361454
1980,35,2,1,93503
1980,35,2,2,71443
1980,35,3,1,182478
1980,35,3,2,285735
1980,35,4,1,581938
1980,35,4,2,824673
1980,35,5,1,22782
1980,35,5,2,111924
1980,35,6,1,590792
1980,35,6,2,479010
1980,40,1,1,4598361
1980,40,1,2,4516473
1980,40,2,1,76397
1980,40,2,2,56444
1980,40,3,1,151762
1980,40,3,2,229260
1980,40,4,1,457898
1980,40,4,2,665619
1980,40,5,1,30604
1980,40,5,2,168729
1980,40,6,1,377126
1980,40,6,2,317385
1980,45,1,1,4376612
1980,45,1,2,4327756
1980,45,2,1,67972
1980,45,2,2,51180
1980,45,3,1,129479
1980,45,3,2,194019
1980,45,4,1,397906
1980,45,4,2,574174
1980,45,5,1,52529
1980,45,5,2,285487
1980,45,6,1,317971
1980,45,6,2,264927
1980,50,1,1,4605285
1980,50,1,2,4514928
1980,50,2,1,63475
1980,50,2,2,52995
1980,50,3,1,124403
1980,50,3,2,178822
1980,50,4,1,379263
1980,50,4,2,549854
1980,50,5,1,98455
1980,50,5,2,534450
1980,50,6,1,332828
1980,50,6,2,279068
1980,55,1,1,4542601
1980,55,1,2,4325777
1980,55,2,1,62684
1980,55,2,2,54188
1980,55,3,1,105040
1980,55,3,2,145809
1980,55,4,1,313576
1980,55,4,2,477595
1980,55,5,1,153654
1980,55,5,2,865861
1980,55,6,1,307543
1980,55,6,2,290999
1980,60,1,1,3876112
1980,60,1,2,3430650
1980,60,2,1,52963
1980,60,2,2,46649
1980,60,3,1,78610
1980,60,3,2,104438
1980,60,4,1,232338
1980,60,4,2,356691
1980,60,5,1,212651
1980,60,5,2,1237326
1980,60,6,1,243466
1980,60,6,2,281131
1980,65,1,1,3121054
1980,65,1,2,2565598
1980,65,2,1,48302
1980,65,2,2,44125
1980,65,3,1,60315
1980,65,3,2,70857
1980,65,4,1,169971
1980,65,4,2,266154
1980,65,5,1,284341
1980,65,5,2,1661622
1980,65,6,1,209527
1980,65,6,2,288591
1980,70,1,1,2189629
1980,70,1,2,1599296
1980,70,2,1,46430
1980,70,2,2,41030
1980,70,3,1,40386
1980,70,3,2,43345
1980,70,4,1,105413
1980,70,4,2,179570
1980,70,5,1,321577
1980,70,5,2,1838584
1980,70,6,1,154339
1980,70,6,2,261616
1980,75,1,1,1291556
1980,75,1,2,805195
1980,75,2,1,42662
1980,75,2,2,39811
1980,75,3,1,22249
1980,75,3,2,22979
1980,75,4,1,60284
1980,75,4,2,107671
1980,75,5,1,322095
1980,75,5,2,1771845
1980,75,6,1,101592
1980,75,6,2,204258
1980,80,1,1,606368
1980,80,1,2,298826
1980,80,2,1,36920
1980,80,2,2,32056
1980,80,3,1,9407
1980,80,3,2,10189
1980,80,4,1,26920
1980,80,4,2,53054
1980,80,5,1,275133
1980,80,5,2,1386883
1980,80,6,1,58138
1980,80,6,2,138284
1980,85,1,1,217604
1980,85,1,2,78797
1980,85,2,1,25696
1980,85,2,2,18617
1980,85,3,1,3880
1980,85,3,2,3842
1980,85,4,1,10069
1980,85,4,2,21898
1980,85,5,1,188634
1980,85,5,2,821996
1980,85,6,1,26455
1980,85,6,2,77965
1980,90,1,1,62644
1980,90,1,2,17412
1980,90,2,1,13991
1980,90,2,2,8906
1980,90,3,1,2221
1980,90,3,2,1420
1980,90,4,1,4164
1980,90,4,2,8926
1980,90,5,1,108982
1980,90,5,2,420291
1980,90,6,1,12146
1980,90,6,2,42091
1990,0,6,1,9307465
1990,0,6,2,8894007
1990,5,6,1,9274732
1990,5,6,2,8799955
1990,10,6,1,8782542
1990,10,6,2,8337284
1990,15,1,1,93309
1990,15,1,2,315201
1990,15,2,1,72390
1990,15,2,2,86644
1990,15,3,1,12625
1990,15,3,2,30933
1990,15,4,1,10643
1990,15,4,2,22060
1990,15,5,1,2963
1990,15,5,2,9047
1990,15,6,1,8828642
1990,15,6,2,8127106
1990,20,1,1,1531622
1990,20,1,2,2571602
1990,20,2,1,238708
1990,20,2,2,190691
1990,20,3,1,97370
1990,20,3,2,199817
1990,20,4,1,139696
1990,20,4,2,274427
1990,20,5,1,5333
1990,20,5,2,15657
1990,20,6,1,7423459
1990,20,6,2,5900450
1990,25,1,1,4706891
1990,25,1,2,5807666
1990,25,2,1,326802
1990,25,2,2,213507
1990,25,3,1,235837
1990,25,3,2,374869
1990,25,4,1,576204
1990,25,4,2,817478
1990,25,5,1,11893
1990,25,5,2,39757
1990,25,6,1,4800400
1990,25,6,2,3334015
1990,30,1,1,6680957
1990,30,1,2,7217147
1990,30,2,1,292267
1990,30,2,2,177786
1990,30,3,1,295007
1990,30,3,2,434475
1990,30,4,1,969577
1990,30,4,2,1227775
1990,30,5,1,18404
1990,30,5,2,79036
1990,30,6,1,2772500
1990,30,6,2,1969531
1990,35,1,1,6708885
1990,35,1,2,6862320
1990,35,2,1,227177
1990,35,2,2,139539
1990,35,3,1,271709
1990,35,3,2,392004
1990,35,4,1,1110342
1990,35,4,2,1384361
1990,35,5,1,27143
1990,35,5,2,113491
1990,35,6,1,1508677
1990,35,6,2,1146929
1990,40,1,1,6327195
1990,40,1,2,6148148
1990,40,2,1,176485
1990,40,2,2,114881
1990,40,3,1,241878
1990,40,3,2,333114
1990,40,4,1,1077261
1990,40,4,2,1454786
1990,40,5,1,40695
1990,40,5,2,181377
1990,40,6,1,849118
1990,40,6,2,695946
1990,45,1,1,5161298
1990,45,1,2,4940092
1990,45,2,1,131680
1990,45,2,2,92224
1990,45,3,1,181273
1990,45,3,2,239494
1990,45,4,1,840998
1990,45,4,2,1165200
1990,45,5,1,50108
1990,45,5,2,260206
1990,45,6,1,482725
1990,45,6,2,417913
1990,50,1,1,4305482
1990,50,1,2,4088111
1990,50,2,1,100970
1990,50,2,2,75155
1990,50,3,1,135735
1990,50,3,2,181441
1990,50,4,1,613729
1990,50,4,2,863699
1990,50,5,1,74972
1990,50,5,2,403495
1990,50,6,1,323104
1990,50,6,2,288024
1990,55,1,1,3954574
1990,55,1,2,3696268
1990,55,2,1,84268
1990,55,2,2,67520
1990,55,3,1,105084
1990,55,3,2,135435
1990,55,4,1,458880
1990,55,4,2,672532
1990,55,5,1,121038
1990,55,5,2,649222
1990,55,6,1,257826
1990,55,6,2,239529
1990,60,1,1,3932138
1990,60,1,2,3566828
1990,60,2,1,73768
1990,60,2,2,66657
1990,60,3,1,86778
1990,60,3,2,110348
1990,60,4,1,382067
1990,60,4,2,556934
1990,60,5,1,214088
1990,60,5,2,1115196
1990,60,6,1,264983
1990,60,6,2,247242
1990,65,1,1,3587732
1990,65,1,2,3092299
1990,65,2,1,71243
1990,65,2,2,65017
1990,65,3,1,67501
1990,65,3,2,82170
1990,65,4,1,276294
1990,65,4,2,439205
1990,65,5,1,314925
1990,65,5,2,1658206
1990,65,6,1,220703
1990,65,6,2,257211
1990,70,1,1,2631225
1990,70,1,2,2035719
1990,70,2,1,65752
1990,70,2,2,63437
1990,70,3,1,42999
1990,70,3,2,47975
1990,70,4,1,163948
1990,70,4,2,278004
1990,70,5,1,370292
1990,70,5,2,1961293
1990,70,6,1,155204
1990,70,6,2,223794
1990,75,1,1,1670143
1990,75,1,2,1164193
1990,75,2,1,65890
1990,75,2,2,61552
1990,75,3,1,24858
1990,75,3,2,27539
1990,75,4,1,90035
1990,75,4,2,177723
1990,75,5,1,385058
1990,75,5,2,2081237
1990,75,6,1,108948
1990,75,6,2,211736
1990,80,1,1,837809
1990,80,1,2,472340
1990,80,2,1,59111
1990,80,2,2,50907
1990,80,3,1,12444
1990,80,3,2,13413
1990,80,4,1,40929
1990,80,4,2,95217
1990,80,5,1,328336
1990,80,5,2,1749187
1990,80,6,1,64367
1990,80,6,2,164666
1990,85,1,1,288153
1990,85,1,2,125660
1990,85,2,1,37724
1990,85,2,2,29560
1990,85,3,1,4651
1990,85,3,2,5013
1990,85,4,1,15287
1990,85,4,2,40322
1990,85,5,1,212629
1990,85,5,2,1121414
1990,85,6,1,30346
1990,85,6,2,97525
1990,90,1,1,75748
1990,90,1,2,21189
1990,90,2,1,19436
1990,90,2,2,11716
1990,90,3,1,1498
1990,90,3,2,2019
1990,90,4,1,5259
1990,90,4,2,16489
1990,90,5,1,124512
1990,90,5,2,641191
1990,90,6,1,12006
1990,90,6,2,52542
2000,0,6,1,9735380
2000,0,6,2,9310714
2000,5,6,1,10552146
2000,5,6,2,10069564
2000,10,6,1,10563233
2000,10,6,2,10022524
2000,15,1,1,76608
2000,15,1,2,250017
2000,15,2,1,306793
2000,15,2,2,259853
2000,15,3,1,22392
2000,15,3,2,31442
2000,15,4,1,13941
2000,15,4,2,18541
2000,15,5,1,13000
2000,15,5,2,13977
2000,15,6,1,9804685
2000,15,6,2,9118839
2000,20,1,1,1304630
2000,20,1,2,2146487
2000,20,2,1,540672
2000,20,2,2,341571
2000,20,3,1,87721
2000,20,3,2,163078
2000,20,4,1,117128
2000,20,4,2,208791
2000,20,5,1,19111
2000,20,5,2,22099
2000,20,6,1,7662053
2000,20,6,2,6442218
2000,25,1,1,3768541
2000,25,1,2,4705672
2000,25,2,1,495025
2000,25,2,2,241867
2000,25,3,1,176450
2000,25,3,2,282578
2000,25,4,1,446398
2000,25,4,2,619418
2000,25,5,1,19337
2000,25,5,2,30889
2000,25,6,1,4753742
2000,25,6,2,3638083
2000,30,1,1,5626772
2000,30,1,2,6240969
2000,30,2,1,471024
2000,30,2,2,214531
2000,30,3,1,234997
2000,30,3,2,358273
2000,30,4,1,814561
2000,30,4,2,1043276
2000,30,5,1,26766
2000,30,5,2,56890
2000,30,6,1,3031759
2000,30,6,2,2205357
2000,35,1,1,7087071
2000,35,1,2,7546252
2000,35,2,1,452139
2000,35,2,2,223377
2000,35,3,1,298173
2000,35,3,2,443863
2000,35,4,1,1248792
2000,35,4,2,1554729
2000,35,5,1,43537
2000,35,5,2,113253
2000,35,6,1,2345470
2000,35,6,2,1754173
2000,40,1,1,7377629
2000,40,1,2,7519647
2000,40,2,1,373972
2000,40,2,2,201436
2000,40,3,1,307672
2000,40,3,2,435183
2000,40,4,1,1475287
2000,40,4,2,1799358
2000,40,5,1,63428
2000,40,5,2,188673
2000,40,6,1,1722264
2000,40,6,2,1344281
2000,45,1,1,6748762
2000,45,1,2,6745340
2000,45,2,1,279357
2000,45,2,2,168424
2000,45,3,1,258603
2000,45,3,2,347926
2000,45,4,1,1449579
2000,45,4,2,1796836
2000,45,5,1,81554
2000,45,5,2,288414
2000,45,6,1,1107151
2000,45,6,2,914313
2000,50,1,1,6072639
2000,50,1,2,5807162
2000,50,2,1,209922
2000,50,2,2,145306
2000,50,3,1,193868
2000,50,3,2,258613
2000,50,4,1,1248353
2000,50,4,2,1663838
2000,50,5,1,105918
2000,50,5,2,423991
2000,50,6,1,677234
2000,50,6,2,612223
2000,55,1,1,4780059
2000,55,1,2,4443450
2000,55,2,1,152037
2000,55,2,2,115943
2000,55,3,1,130679
2000,55,3,2,168327
2000,55,4,1,874495
2000,55,4,2,1214932
2000,55,5,1,135308
2000,55,5,2,612688
2000,55,6,1,386504
2000,55,6,2,365928
2000,60,1,1,3877807
2000,60,1,2,3464161
2000,60,2,1,118983
2000,60,2,2,97611
2000,60,3,1,96006
2000,60,3,2,115866
2000,60,4,1,588254
2000,60,4,2,841055
2000,60,5,1,182397
2000,60,5,2,893596
2000,60,6,1,259952
2000,60,6,2,256672
2000,65,1,1,3378304
2000,65,1,2,2525088
2000,65,2,1,100229
2000,65,2,2,89997
2000,65,3,1,68731
2000,65,3,2,75037
2000,65,4,1,411219
2000,65,4,2,597137
2000,65,5,1,287588
2000,65,5,2,1303907
2000,65,6,1,207552
2000,65,6,2,213618
2000,70,1,1,2773396
2000,70,1,2,2560844
2000,70,2,1,102778
2000,70,2,2,108947
2000,70,3,1,50368
2000,70,3,2,53237
2000,70,4,1,280789
2000,70,4,2,434370
2000,70,5,1,406439
2000,70,5,2,1825742
2000,70,6,1,178375
